time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
6761.753089	8.054789	1.924517	4.185355	32
6762.828906	7.768627	1.970192	3.943081	33
6763.874479	8.511214	2.018788	4.216002	34
6764.941579	8.528925	2.017560	4.227348	35
6765.999640	7.783108	2.008627	3.874840	36
6767.048453	8.714863	2.017431	4.319782	37
6768.114297	7.722480	2.015354	3.831823	38
6769.161773	8.258621	1.940570	4.255770	39
6770.219657	8.006308	2.017677	3.968082	40
6771.284696	8.452873	1.945670	4.344453	41
6772.326409	7.955008	2.024286	3.929785	42
6773.403720	8.719686	2.017705	4.321585	43
6774.438173	8.472303	1.989965	4.257513	44
6775.518940	8.258165	2.023774	4.080577	45
6776.555762	8.938986	2.020155	4.424901	46
6777.630308	8.103631	2.008887	4.033890	47
6778.673166	8.537097	2.022732	4.220578	48
6779.742733	8.476572	2.021661	4.192875	49
6780.790559	8.765769	2.007996	4.365432	50
6781.852780	8.136008	2.017199	4.033319	51
6782.907110	8.521914	1.999102	4.262872	52
6783.965923	8.242405	2.008729	4.103294	53
6785.021527	8.777833	2.003323	4.381638	54
6786.082122	8.288164	2.021231	4.100552	55
6787.133812	8.390290	1.959729	4.281352	56
6788.202652	8.490407	2.016434	4.210604	57
6789.243108	8.758524	1.965656	4.455777	58
6790.320277	8.052544	1.991274	4.043917	59
6791.355494	8.552590	2.012996	4.248687	60
6792.435212	8.712462	2.018874	4.315506	61
6793.469658	8.447427	2.017058	4.187994	62
6794.548848	9.037999	2.010158	4.496164	63
6795.588969	8.421462	2.016079	4.177148	64
6796.655973	8.879905	2.007283	4.423843	65
6797.712555	8.001028	1.970007	4.061420	66
6798.762018	9.674425	2.024502	4.778669	67
6799.833262	7.987112	2.002654	3.988264	68
6800.872319	9.011558	1.998991	4.508054	69
6801.947250	8.587019	2.023053	4.244584	70
6802.992951	8.635601	2.026706	4.260905	71
6804.060905	8.986178	2.028352	4.430286	72
6805.117595	8.610830	2.019743	4.263330	73
6806.167293	8.899719	2.006604	4.435215	74
6807.236752	8.681462	2.010990	4.317010	75
6808.271711	8.871126	2.020940	4.389604	76
6809.350467	8.878314	2.001353	4.436156	77
6810.389989	8.648809	2.019897	4.281807	78
6811.458975	9.248398	2.018109	4.582705	79
6812.511706	8.388194	2.011465	4.170191	80
6813.566732	9.186699	1.986738	4.624012	81
6814.630683	8.022606	1.940423	4.134462	82
6815.679383	9.493012	2.024684	4.688638	83
6816.748094	8.174688	1.982523	4.123376	84
6817.792176	9.114285	1.976144	4.612157	85
6818.863713	8.524075	2.007275	4.246591	86
6819.903925	9.608428	2.033654	4.724712	87
6820.977512	8.397003	2.000425	4.197609	88
6822.019107	9.466722	2.007432	4.715836	89
6823.093042	8.285211	1.972167	4.201069	90
